,match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,Out/Not_out,Match ID
466,Australia Vs Ireland,Ireland,8,Mark Adair,11,11,1,0,100.00,Out,T20I # 1855
467,Australia Vs Ireland,Ireland,9,Fionn Hand,6,6,1,0,100.00,Out,T20I # 1855
468,Australia Vs Ireland,Ireland,10,Barry McCarthy,3,7,0,0,42.85,Out,T20I # 1855
469,Australia Vs Ireland,Ireland,11,Josh Little,1,5,0,0,20.00,Out,T20I # 1855
470,Afghanistan Vs Sri Lanka,Afghanistan,1,Rahmanullah Gurbazâ€ ,28,24,2,2,116.66,Out,T20I # 1856
471,Afghanistan Vs Sri Lanka,Afghanistan,2,Usman Ghani,27,27,2,1,100.00,Out,T20I # 1856
472,Afghanistan Vs Sri Lanka,Afghanistan,3,Ibrahim Zadran,22,18,1,1,122.22,Out,T20I # 1856
473,Afghanistan Vs Sri Lanka,Afghanistan,4,Najibullah Zadran,18,16,1,0,112.50,Out,T20I # 1856
474,Afghanistan Vs Sri Lanka,Afghanistan,5,Gulbadin Naib,12,14,0,0,85.71,Out,T20I # 1856
475,Afghanistan Vs Sri Lanka,Afghanistan,6,Mohammad Nabi(c),13,8,1,0,162.50,Out,T20I # 1856
476,Afghanistan Vs Sri Lanka,Afghanistan,7,Rashid Khan,9,8,1,0,112.50,Out,T20I # 1856
477,Afghanistan Vs Sri Lanka,Afghanistan,8,Azmatullah Omarzai,3,4,0,0,75.00,Not out,T20I # 1856
478,Afghanistan Vs Sri Lanka,Afghanistan,9,Mujeeb Ur Rahman,1,2,0,0,50.00,Out,T20I # 1856
479,Afghanistan Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,10,10,2,0,100.00,Out,T20I # 1856
480,Afghanistan Vs Sri Lanka,Sri Lanka,2,Kusal Mendisâ€ ,25,27,2,1,92.59,Out,T20I # 1856
481,Afghanistan Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,66,42,6,2,157.14,Not out,T20I # 1856
482,Afghanistan Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,19,18,1,0,105.55,Out,T20I # 1856
483,Afghanistan Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,18,14,3,0,128.57,Out,T20I # 1856
484,Afghanistan Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka(c),0,0,0,0,-,Not out,T20I # 1856
485,England Vs New Zealand,England,1,Jos Buttler(c)â€ ,73,47,7,2,155.31,Out,T20I # 1858
486,England Vs New Zealand,England,2,Alex Hales,52,40,7,1,130.00,Out,T20I # 1858
487,England Vs New Zealand,England,3,Moeen Ali,5,6,0,0,83.33,Out,T20I # 1858
488,England Vs New Zealand,England,4,Liam Livingstone,20,14,1,1,142.85,Out,T20I # 1858
489,England Vs New Zealand,England,5,Harry Brook,7,3,0,1,233.33,Out,T20I # 1858
490,England Vs New Zealand,England,6,Ben Stokes,8,7,0,0,114.28,Out,T20I # 1858
491,England Vs New Zealand,England,7,Sam Curran,6,3,0,1,200.00,Not out,T20I # 1858
492,England Vs New Zealand,England,8,Dawid Malan,3,1,0,0,300.00,Not out,T20I # 1858
493,England Vs New Zealand,New Zealand,1,Finn Allen,16,11,0,1,145.45,Out,T20I # 1858
494,England Vs New Zealand,New Zealand,2,Devon Conwayâ€ ,3,9,0,0,33.33,Out,T20I # 1858
495,England Vs New Zealand,New Zealand,3,Kane Williamson(c),40,40,3,0,100.00,Out,T20I # 1858
496,England Vs New Zealand,New Zealand,4,Glenn Phillips,62,36,4,3,172.22,Out,T20I # 1858
497,England Vs New Zealand,New Zealand,5,James Neesham,6,3,1,0,200.00,Out,T20I # 1858
498,England Vs New Zealand,New Zealand,6,Daryl Mitchell,3,5,0,0,60.00,Out,T20I # 1858
499,England Vs New Zealand,New Zealand,7,Mitchell Santner,16,10,0,1,160.00,Not out,T20I # 1858
500,England Vs New Zealand,New Zealand,8,Ish Sodhi,6,6,0,0,100.00,Not out,T20I # 1858
501,Zimbabwe Vs Netherlands,Zimbabwe,1,Wessly Madhevere,1,5,0,0,20.00,Out,T20I # 1859
502,Zimbabwe Vs Netherlands,Zimbabwe,2,Craig Ervine(c),3,12,0,0,25.00,Out,T20I # 1859
503,Zimbabwe Vs Netherlands,Zimbabwe,3,Regis Chakabvaâ€ ,5,16,1,0,31.25,Out,T20I # 1859
504,Zimbabwe Vs Netherlands,Zimbabwe,4,Sean Williams,28,23,3,0,121.73,Out,T20I # 1859
505,Zimbabwe Vs Netherlands,Zimbabwe,5,Sikandar Raza,40,24,3,3,166.66,Out,T20I # 1859
506,Zimbabwe Vs Netherlands,Zimbabwe,6,Milton Shumba,2,3,0,0,66.66,Out,T20I # 1859
507,Zimbabwe Vs Netherlands,Zimbabwe,7,Ryan Burl,2,7,0,0,28.57,Out,T20I # 1859
508,Zimbabwe Vs Netherlands,Zimbabwe,8,Luke Jongwe,6,8,0,0,75.00,Out,T20I # 1859
509,Zimbabwe Vs Netherlands,Zimbabwe,9,Richard Ngarava,9,7,0,1,128.57,Out,T20I # 1859
510,Zimbabwe Vs Netherlands,Zimbabwe,10,Tendai Chatara,6,7,0,0,85.71,Not out,T20I # 1859
511,Zimbabwe Vs Netherlands,Zimbabwe,11,Blessing Muzarabani,1,4,0,0,25.00,Out,T20I # 1859
512,Zimbabwe Vs Netherlands,Netherlands,1,Stephan Myburgh,8,7,0,1,114.28,Out,T20I # 1859
513,Zimbabwe Vs Netherlands,Netherlands,2,Max O'Dowd,52,47,8,1,110.63,Out,T20I # 1859
514,Zimbabwe Vs Netherlands,Netherlands,3,Tom Cooper,32,29,2,1,110.34,Out,T20I # 1859
515,Zimbabwe Vs Netherlands,Netherlands,4,Colin Ackermann,1,5,0,0,20.00,Out,T20I # 1859
516,Zimbabwe Vs Netherlands,Netherlands,5,Bas de Leede,12,12,2,0,100.00,Not out,T20I # 1859
517,Zimbabwe Vs Netherlands,Netherlands,6,Scott Edwards(c)â€ ,5,6,1,0,83.33,Out,T20I # 1859
518,Zimbabwe Vs Netherlands,Netherlands,7,Roelof van der Merwe,0,3,0,0,0.00,Not out,T20I # 1859
519,India Vs Bangladesh,India,1,KL Rahul,50,32,3,4,156.25,Out,T20I # 1860
520,India Vs Bangladesh,India,2,Rohit Sharma(c),2,8,0,0,25.00,Out,T20I # 1860
521,India Vs Bangladesh,India,3,Virat Kohli,64,44,8,1,145.45,Not out,T20I # 1860
522,India Vs Bangladesh,India,4,Suryakumar Yadav,30,16,4,0,187.50,Out,T20I # 1860
523,India Vs Bangladesh,India,5,Hardik Pandya,5,6,0,0,83.33,Out,T20I # 1860
524,India Vs Bangladesh,India,6,Dinesh Karthikâ€ ,7,5,1,0,140.00,Out,T20I # 1860
525,India Vs Bangladesh,India,7,Axar Patel,7,6,1,0,116.66,Out,T20I # 1860
526,India Vs Bangladesh,India,8,Ravichandran Ashwin,13,6,1,1,216.66,Not out,T20I # 1860
527,India Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto,21,25,1,1,84.00,Out,T20I # 1860
528,India Vs Bangladesh,Bangladesh,2,Litton Das,60,27,7,3,222.22,Out,T20I # 1860
529,India Vs Bangladesh,Bangladesh,3,Shakib Al Hasan(c),13,12,2,0,108.33,Out,T20I # 1860
530,India Vs Bangladesh,Bangladesh,4,Afif Hossain,3,5,0,0,60.00,Out,T20I # 1860
531,India Vs Bangladesh,Bangladesh,5,Yasir Ali,1,3,0,0,33.33,Out,T20I # 1860
532,India Vs Bangladesh,Bangladesh,6,Nurul Hasanâ€ ,25,14,2,1,178.57,Not out,T20I # 1860
533,India Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,6,3,0,1,200.00,Out,T20I # 1860
534,India Vs Bangladesh,Bangladesh,8,Taskin Ahmed,12,7,1,1,171.42,Not out,T20I # 1860
535,Pakistan Vs South Africa,Pakistan,1,Mohammad Rizwanâ€ ,4,4,1,0,100.00,Out,T20I # 1861
536,Pakistan Vs South Africa,Pakistan,2,Babar Azam(c),6,15,0,0,40.00,Out,T20I # 1861
537,Pakistan Vs South Africa,Pakistan,3,Mohammad Haris,28,11,2,3,254.54,Out,T20I # 1861
538,Pakistan Vs South Africa,Pakistan,4,Shan Masood,2,6,0,0,33.33,Out,T20I # 1861
539,Pakistan Vs South Africa,Pakistan,5,Iftikhar Ahmed,51,35,3,2,145.71,Out,T20I # 1861
540,Pakistan Vs South Africa,Pakistan,6,Mohammad Nawaz,28,22,4,1,127.27,Out,T20I # 1861
541,Pakistan Vs South Africa,Pakistan,7,Shadab Khan,52,22,3,4,236.36,Out,T20I # 1861
542,Pakistan Vs South Africa,Pakistan,8,Mohammad Wasim,0,1,0,0,0.00,Out,T20I # 1861
543,Pakistan Vs South Africa,Pakistan,9,Naseem Shah,5,3,0,0,166.66,Not out,T20I # 1861
544,Pakistan Vs South Africa,Pakistan,10,Haris Rauf,3,2,0,0,150.00,Out,T20I # 1861
545,Pakistan Vs South Africa,South Africa,1,Temba Bavuma(c),36,19,4,1,189.47,Out,T20I # 1861
546,Pakistan Vs South Africa,South Africa,2,Quinton de Kockâ€ ,0,5,0,0,0.00,Out,T20I # 1861
547,Pakistan Vs South Africa,South Africa,3,Rilee Rossouw,7,6,0,1,116.66,Out,T20I # 1861
548,Pakistan Vs South Africa,South Africa,4,Aiden Markram,20,14,4,0,142.85,Out,T20I # 1861
549,Pakistan Vs South Africa,South Africa,5,Heinrich Klaasen,15,9,3,0,166.66,Out,T20I # 1861
550,Pakistan Vs South Africa,South Africa,6,Tristan Stubbs,18,18,0,1,100.00,Out,T20I # 1861
551,Pakistan Vs South Africa,South Africa,7,Wayne Parnell,3,4,0,0,75.00,Out,T20I # 1861
552,Pakistan Vs South Africa,South Africa,8,Kagiso Rabada,1,2,0,0,50.00,Out,T20I # 1861
553,Pakistan Vs South Africa,South Africa,9,Anrich Nortje,1,5,0,0,20.00,Out,T20I # 1861
554,Pakistan Vs South Africa,South Africa,10,Lungi Ngidi,4,1,1,0,400.00,Not out,T20I # 1861
555,Pakistan Vs South Africa,South Africa,11,Tabraiz Shamsi,1,1,0,0,100.00,Not out,T20I # 1861
556,New Zealand Vs Ireland,New Zealand,1,Finn Allen,32,18,5,1,177.77,Out,T20I # 1862
557,New Zealand Vs Ireland,New Zealand,2,Devon Conwayâ€ ,28,33,2,0,84.84,Out,T20I # 1862
558,New Zealand Vs Ireland,New Zealand,3,Kane Williamson(c),61,35,5,3,174.28,Out,T20I # 1862
559,New Zealand Vs Ireland,New Zealand,4,Glenn Phillips,17,9,2,1,188.88,Out,T20I # 1862
560,New Zealand Vs Ireland,New Zealand,5,Daryl Mitchell,31,21,2,0,147.61,Not out,T20I # 1862
561,New Zealand Vs Ireland,New Zealand,6,James Neesham,0,1,0,0,0.00,Out,T20I # 1862
562,New Zealand Vs Ireland,New Zealand,7,Mitchell Santner,0,1,0,0,0.00,Out,T20I # 1862
563,New Zealand Vs Ireland,New Zealand,8,Tim Southee,1,2,0,0,50.00,Not out,T20I # 1862
564,New Zealand Vs Ireland,Ireland,1,Paul Stirling,37,27,3,1,137.03,Out,T20I # 1862
565,New Zealand Vs Ireland,Ireland,2,Andy Balbirnie(c),30,25,0,3,120.00,Out,T20I # 1862
566,New Zealand Vs Ireland,Ireland,3,Lorcan Tuckerâ€ ,13,14,0,0,92.85,Out,T20I # 1862
567,New Zealand Vs Ireland,Ireland,4,Harry Tector,2,7,0,0,28.57,Out,T20I # 1862
568,New Zealand Vs Ireland,Ireland,5,Gareth Delany,10,8,2,0,125.00,Out,T20I # 1862
569,New Zealand Vs Ireland,Ireland,6,George Dockrell,23,15,3,0,153.33,Out,T20I # 1862
570,New Zealand Vs Ireland,Ireland,7,Curtis Campher,7,7,1,0,100.00,Out,T20I # 1862
571,New Zealand Vs Ireland,Ireland,8,Fionn Hand,5,3,1,0,166.66,Out,T20I # 1862
572,New Zealand Vs Ireland,Ireland,9,Mark Adair,4,5,0,0,80.00,Out,T20I # 1862
573,New Zealand Vs Ireland,Ireland,10,Barry McCarthy,6,5,0,0,120.00,Not out,T20I # 1862
574,New Zealand Vs Ireland,Ireland,11,Josh Little,8,4,0,1,200.00,Not out,T20I # 1862
575,Australia Vs Afghanistan,Australia,1,David Warner,25,18,5,0,138.88,Out,T20I # 1864
576,Australia Vs Afghanistan,Australia,2,Cameron Green,3,2,0,0,150.00,Out,T20I # 1864
577,Australia Vs Afghanistan,Australia,3,Mitchell Marsh,45,30,3,2,150.00,Out,T20I # 1864
578,Australia Vs Afghanistan,Australia,4,Steven Smith,4,4,1,0,100.00,Out,T20I # 1864
579,Australia Vs Afghanistan,Australia,5,Marcus Stoinis,25,21,0,2,119.04,Out,T20I # 1864
580,Australia Vs Afghanistan,Australia,6,Glenn Maxwell,54,32,6,2,168.75,Not out,T20I # 1864
581,Australia Vs Afghanistan,Australia,7,Matthew Wade(c)â€ ,6,8,1,0,75.00,Out,T20I # 1864
582,Australia Vs Afghanistan,Australia,8,Pat Cummins,0,2,0,0,0.00,Out,T20I # 1864
583,Australia Vs Afghanistan,Australia,9,Kane Richardson,1,1,0,0,100.00,Out,T20I # 1864
584,Australia Vs Afghanistan,Australia,10,Adam Zampa,1,1,0,0,100.00,Not out,T20I # 1864
585,Australia Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbazâ€ ,30,17,2,2,176.47,Out,T20I # 1864
586,Australia Vs Afghanistan,Afghanistan,2,Usman Ghani,2,7,0,0,28.57,Out,T20I # 1864
587,Australia Vs Afghanistan,Afghanistan,3,Ibrahim Zadran,26,33,2,0,78.78,Out,T20I # 1864
588,Australia Vs Afghanistan,Afghanistan,4,Gulbadin Naib,39,23,3,2,169.56,Out,T20I # 1864
589,Australia Vs Afghanistan,Afghanistan,5,Mohammad Nabi(c),1,2,0,0,50.00,Out,T20I # 1864
590,Australia Vs Afghanistan,Afghanistan,6,Najibullah Zadran,0,2,0,0,0.00,Out,T20I # 1864
591,Australia Vs Afghanistan,Afghanistan,7,Darwish Rasooli,15,13,1,0,115.38,Out,T20I # 1864
592,Australia Vs Afghanistan,Afghanistan,8,Rashid Khan,48,23,3,4,208.69,Not out,T20I # 1864
593,Australia Vs Afghanistan,Afghanistan,9,Naveen-ul-Haq,0,0,0,0,-,Not out,T20I # 1864
594,Sri Lanka Vs England,Sri Lanka,1,Pathum Nissanka,67,45,2,5,148.88,Out,T20I # 1867
595,Sri Lanka Vs England,Sri Lanka,2,Kusal Mendisâ€ ,18,14,1,1,128.57,Out,T20I # 1867
596,Sri Lanka Vs England,Sri Lanka,3,Dhananjaya de Silva,9,11,0,0,81.81,Out,T20I # 1867
597,Sri Lanka Vs England,Sri Lanka,4,Charith Asalanka,8,9,0,0,88.88,Out,T20I # 1867
598,Sri Lanka Vs England,Sri Lanka,5,Bhanuka Rajapaksa,22,22,3,0,100.00,Out,T20I # 1867
599,Sri Lanka Vs England,Sri Lanka,6,Dasun Shanaka(c),3,8,0,0,37.50,Out,T20I # 1867
600,Sri Lanka Vs England,Sri Lanka,7,Wanindu Hasaranga de Silva,9,9,1,0,100.00,Out,T20I # 1867
601,Sri Lanka Vs England,Sri Lanka,8,Chamika Karunaratne,0,2,0,0,0.00,Out,T20I # 1867
602,Sri Lanka Vs England,Sri Lanka,9,Maheesh Theekshana,0,0,0,0,-,Not out,T20I # 1867
603,Sri Lanka Vs England,England,1,Jos Buttler(c)â€ ,28,23,2,1,121.73,Out,T20I # 1867
604,Sri Lanka Vs England,England,2,Alex Hales,47,30,7,1,156.66,Out,T20I # 1867
605,Sri Lanka Vs England,England,3,Ben Stokes,42,36,2,0,116.66,Not out,T20I # 1867
606,Sri Lanka Vs England,England,4,Harry Brook,4,5,0,0,80.00,Out,T20I # 1867
607,Sri Lanka Vs England,England,5,Liam Livingstone,4,6,0,0,66.66,Out,T20I # 1867
608,Sri Lanka Vs England,England,6,Moeen Ali,1,5,0,0,20.00,Out,T20I # 1867
609,Sri Lanka Vs England,England,7,Sam Curran,6,11,0,0,54.54,Out,T20I # 1867
610,Sri Lanka Vs England,England,8,Chris Woakes,5,3,1,0,166.66,Not out,T20I # 1867
611,Netherlands Vs South Africa,Netherlands,1,Stephan Myburgh,37,30,7,0,123.33,Out,T20I # 1871
612,Netherlands Vs South Africa,Netherlands,2,Max O'Dowd,29,31,1,1,93.54,Out,T20I # 1871
613,Netherlands Vs South Africa,Netherlands,3,Tom Cooper,35,19,2,2,184.21,Out,T20I # 1871
614,Netherlands Vs South Africa,Netherlands,4,Colin Ackermann,41,26,3,2,157.69,Not out,T20I # 1871
615,Netherlands Vs South Africa,Netherlands,5,Bas de Leede,1,7,0,0,14.28,Out,T20I # 1871
616,Netherlands Vs South Africa,Netherlands,6,Scott Edwards(c)â€ ,12,7,2,0,171.42,Not out,T20I # 1871
617,Netherlands Vs South Africa,South Africa,1,Quinton de Kockâ€ ,13,13,1,1,100.00,Out,T20I # 1871
618,Netherlands Vs South Africa,South Africa,2,Temba Bavuma(c),20,20,2,0,100.00,Out,T20I # 1871
619,Netherlands Vs South Africa,South Africa,3,Rilee Rossouw,25,19,2,0,131.57,Out,T20I # 1871
620,Netherlands Vs South Africa,South Africa,4,Aiden Markram,17,13,2,0,130.76,Out,T20I # 1871
621,Netherlands Vs South Africa,South Africa,5,David Miller,17,17,1,0,100.00,Out,T20I # 1871
622,Netherlands Vs South Africa,South Africa,6,Heinrich Klaasen,21,18,0,1,116.66,Out,T20I # 1871
623,Netherlands Vs South Africa,South Africa,7,Wayne Parnell,0,2,0,0,0.00,Out,T20I # 1871
624,Netherlands Vs South Africa,South Africa,8,Keshav Maharaj,13,12,0,1,108.33,Out,T20I # 1871
625,Netherlands Vs South Africa,South Africa,9,Kagiso Rabada,9,8,0,0,112.50,Not out,T20I # 1871
626,Netherlands Vs South Africa,South Africa,10,Anrich Nortje,4,1,1,0,400.00,Not out,T20I # 1871
627,Bangladesh Vs Pakistan,Bangladesh,1,Najmul Hossain Shanto,54,48,7,0,112.50,Out,T20I # 1872
628,Bangladesh Vs Pakistan,Bangladesh,2,Litton Das,10,8,0,1,125.00,Out,T20I # 1872
629,Bangladesh Vs Pakistan,Bangladesh,3,Soumya Sarkar,20,17,1,1,117.64,Out,T20I # 1872
630,Bangladesh Vs Pakistan,Bangladesh,4,Shakib Al Hasan(c),0,1,0,0,0.00,Out,T20I # 1872
631,Bangladesh Vs Pakistan,Bangladesh,5,Afif Hossain,24,20,3,0,120.00,Not out,T20I # 1872
632,Bangladesh Vs Pakistan,Bangladesh,6,Mosaddek Hossain,5,11,0,0,45.45,Out,T20I # 1872
633,Bangladesh Vs Pakistan,Bangladesh,7,Nurul Hasanâ€ ,0,3,0,0,0.00,Out,T20I # 1872
634,Bangladesh Vs Pakistan,Bangladesh,8,Taskin Ahmed,1,5,0,0,20.00,Out,T20I # 1872
635,Bangladesh Vs Pakistan,Bangladesh,9,Nasum Ahmed,7,6,1,0,116.66,Out,T20I # 1872
636,Bangladesh Vs Pakistan,Bangladesh,10,Mustafizur Rahman,0,1,0,0,0.00,Not out,T20I # 1872
637,Bangladesh Vs Pakistan,Pakistan,1,Mohammad Rizwanâ€ ,32,32,2,1,100.00,Out,T20I # 1872
638,Bangladesh Vs Pakistan,Pakistan,2,Babar Azam(c),25,33,2,0,75.75,Out,T20I # 1872
639,Bangladesh Vs Pakistan,Pakistan,3,Mohammad Nawaz,4,11,0,0,36.36,Out,T20I # 1872
640,Bangladesh Vs Pakistan,Pakistan,4,Mohammad Haris,31,18,1,2,172.22,Out,T20I # 1872
641,Bangladesh Vs Pakistan,Pakistan,5,Shan Masood,24,14,2,0,171.42,Not out,T20I # 1872
642,Bangladesh Vs Pakistan,Pakistan,6,Iftikhar Ahmed,1,3,0,0,33.33,Out,T20I # 1872
643,Bangladesh Vs Pakistan,Pakistan,7,Shadab Khan,0,0,0,0,-,Not out,T20I # 1872
644,India Vs Zimbabwe,India,1,KL Rahul,51,35,3,3,145.71,Out,T20I # 1873
645,India Vs Zimbabwe,India,2,Rohit Sharma(c),15,13,2,0,115.38,Out,T20I # 1873
646,India Vs Zimbabwe,India,3,Virat Kohli,26,25,2,0,104.00,Out,T20I # 1873
647,India Vs Zimbabwe,India,4,Suryakumar Yadav,61,25,6,4,244.00,Not out,T20I # 1873
648,India Vs Zimbabwe,India,5,Rishabh Pantâ€ ,3,5,0,0,60.00,Out,T20I # 1873
649,India Vs Zimbabwe,India,6,Hardik Pandya,18,18,2,0,100.00,Out,T20I # 1873
650,India Vs Zimbabwe,India,7,Axar Patel,0,0,0,0,-,Not out,T20I # 1873
651,India Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,0,1,0,0,0.00,Out,T20I # 1873
652,India Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),13,15,2,0,86.66,Out,T20I # 1873
653,India Vs Zimbabwe,Zimbabwe,3,Regis Chakabvaâ€ ,0,6,0,0,0.00,Out,T20I # 1873
654,India Vs Zimbabwe,Zimbabwe,4,Sean Williams,11,18,0,1,61.11,Out,T20I # 1873
655,India Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,34,24,3,0,141.66,Out,T20I # 1873
656,India Vs Zimbabwe,Zimbabwe,6,Tony Munyonga,5,4,1,0,125.00,Out,T20I # 1873
657,India Vs Zimbabwe,Zimbabwe,7,Ryan Burl,35,22,5,1,159.09,Out,T20I # 1873
658,India Vs Zimbabwe,Zimbabwe,8,Wellington Masakadza,1,7,0,0,14.28,Out,T20I # 1873
659,India Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,1,2,0,0,50.00,Out,T20I # 1873
660,India Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,4,4,1,0,100.00,Out,T20I # 1873
661,India Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,0,2,0,0,0.00,Not out,T20I # 1873
662,New Zealand Vs Pakistan,New Zealand,1,Finn Allen,4,3,1,0,133.33,Out,T20I # 1877
663,New Zealand Vs Pakistan,New Zealand,2,Devon Conwayâ€ ,21,20,3,0,105.00,Out,T20I # 1877
664,New Zealand Vs Pakistan,New Zealand,3,Kane Williamson(c),46,42,1,1,109.52,Out,T20I # 1877
665,New Zealand Vs Pakistan,New Zealand,4,Glenn Phillips,6,8,1,0,75.00,Out,T20I # 1877
666,New Zealand Vs Pakistan,New Zealand,5,Daryl Mitchell,53,35,3,1,151.42,Not out,T20I # 1877
667,New Zealand Vs Pakistan,New Zealand,6,James Neesham,16,12,1,0,133.33,Not out,T20I # 1877
668,New Zealand Vs Pakistan,Pakistan,1,Mohammad Rizwanâ€ ,57,43,5,0,132.55,Out,T20I # 1877
669,New Zealand Vs Pakistan,Pakistan,2,Babar Azam(c),53,42,7,0,126.19,Out,T20I # 1877
670,New Zealand Vs Pakistan,Pakistan,3,Mohammad Haris,30,26,2,1,115.38,Out,T20I # 1877
671,New Zealand Vs Pakistan,Pakistan,4,Shan Masood,3,4,0,0,75.00,Not out,T20I # 1877
672,New Zealand Vs Pakistan,Pakistan,5,Iftikhar Ahmed,0,0,0,0,-,Not out,T20I # 1877
673,India Vs England,India,1,KL Rahul,5,5,1,0,100.00,Out,T20I # 1878
674,India Vs England,India,2,Rohit Sharma(c),27,28,4,0,96.42,Out,T20I # 1878
675,India Vs England,India,3,Virat Kohli,50,40,4,1,125.00,Out,T20I # 1878
676,India Vs England,India,4,Suryakumar Yadav,14,10,1,1,140.00,Out,T20I # 1878
677,India Vs England,India,5,Hardik Pandya,63,33,4,5,190.90,Out,T20I # 1878
678,India Vs England,India,6,Rishabh Pantâ€ ,6,4,1,0,150.00,Out,T20I # 1878
679,India Vs England,India,7,Ravichandran Ashwin,0,0,0,0,-,Not out,T20I # 1878
680,India Vs England,England,1,Jos Buttler(c)â€ ,80,49,9,3,163.26,Not out,T20I # 1878
681,India Vs England,England,2,Alex Hales,86,47,4,7,182.97,Not out,T20I # 1878
682,Pakistan Vs England,Pakistan,1,Mohammad Rizwanâ€ ,15,14,0,1,107.14,Out,T20I # 1879
683,Pakistan Vs England,Pakistan,2,Babar Azam(c),32,28,2,0,114.28,Out,T20I # 1879
684,Pakistan Vs England,Pakistan,3,Mohammad Haris,8,12,1,0,66.66,Out,T20I # 1879
685,Pakistan Vs England,Pakistan,4,Shan Masood,38,28,2,1,135.71,Out,T20I # 1879
686,Pakistan Vs England,Pakistan,5,Iftikhar Ahmed,0,6,0,0,0.00,Out,T20I # 1879
687,Pakistan Vs England,Pakistan,6,Shadab Khan,20,14,2,0,142.85,Out,T20I # 1879
688,Pakistan Vs England,Pakistan,7,Mohammad Nawaz,5,7,0,0,71.42,Out,T20I # 1879
689,Pakistan Vs England,Pakistan,8,Mohammad Wasim,4,8,0,0,50.00,Out,T20I # 1879
690,Pakistan Vs England,Pakistan,9,Shaheen Shah Afridi,5,3,1,0,166.66,Not out,T20I # 1879
691,Pakistan Vs England,Pakistan,10,Haris Rauf,1,1,0,0,100.00,Not out,T20I # 1879
692,Pakistan Vs England,England,1,Jos Buttler(c)â€ ,26,17,3,1,152.94,Out,T20I # 1879
693,Pakistan Vs England,England,2,Alex Hales,1,2,0,0,50.00,Out,T20I # 1879
694,Pakistan Vs England,England,3,Phil Salt,10,9,2,0,111.11,Out,T20I # 1879
695,Pakistan Vs England,England,4,Ben Stokes,52,49,5,1,106.12,Not out,T20I # 1879
696,Pakistan Vs England,England,5,Harry Brook,20,23,1,0,86.95,Out,T20I # 1879
697,Pakistan Vs England,England,6,Moeen Ali,19,13,3,0,146.15,Out,T20I # 1879
698,Pakistan Vs England,England,7,Liam Livingstone,1,1,0,0,100.00,Not out,T20I # 1879
